id,Phase ID,Plant phase,Phase operating status,project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
P100000120819,S100000131158,Expansion,cancelled,Ural Steel Metallurgical Plant,Металлургический завод Уральская Сталь (Russian),Zagorskii Trubnyi Zavod JSC [100.0%],Ural'skaya Stal' AO,N/A,Orenburg,Russia,Eurasia,cancelled,3000.0,N/A,oxygen,BOF,https://www.gem.wiki/Ural_Steel_Metallurgical_Plant,51.214781,58.353913
P100000120459,S100000130671,Main plant,operating,ArcelorMittal Asturias (Aviles) steel plant,,ArcelorMittal SA [99.8%]; other [0.2%],Arcelormittal Espana SA,N/A,Asturias,Spain,Europe,operating,4200.0,N/A,oxygen,BOF,https://www.gem.wiki/ArcelorMittal_Asturias_(Aviles)_steel_plant,43.554741,-5.87259
P100000120916,S100000131268,Expansion,cancelled,Metinvest Zaporizhstal steel plant,"Металлургический комбинат ""Запорожсталь"" (Russian)",PAT Zaporizhstal-AH [49.9%]; SCM Holdings Ltd [34.9%]; SMART Holding Group [11.6%]; other [3.6%],Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PAT,N/A,Zaporizhzhia,Ukraine,Europe,cancelled,3200.0,N/A,oxygen,BOF,https://www.gem.wiki/Metinvest_Zaporizhstal_steel_plant,47.86838,35.161773
P100000120922,S100000131275,Main plant,operating,Cleveland-Cliffs Riverdale steel plant,,Cleveland-Cliffs Inc [100%],Cleveland-Cliffs Inc,N/A,Illinois,United States,North America,operating,1000.0,N/A,oxygen,BOF,https://www.gem.wiki/Cleveland-Cliffs_Riverdale_steel_plant,41.657321,-87.625702
P100000120526,S100000130775,Expansion,announced,SAIL Bokaro steel plant,,Steel Authority of India Ltd [100%],Steel Authority of India Ltd,Partial,Jharkhand,India,Asia Pacific,announced,3000.0,5600.0,oxygen,BOF,https://www.gem.wiki/SAIL_Bokaro_steel_plant,23.671677,86.10687
P100000120528,S100000131691,Closure,operating pre-retirement,SAIL Rourkela steel plant,,Steel Authority of India Ltd [100%],Steel Authority of India Ltd,Partial,Odisha,India,Asia Pacific,operating pre-retirement,655.0,N/A,oxygen,BOF,https://www.gem.wiki/SAIL_Rourkela_steel_plant,22.210804,84.86895
P100000120528,S100000131713,Expansion,announced,SAIL Rourkela steel plant,,Steel Authority of India Ltd [100%],Steel Authority of India Ltd,Partial,Odisha,India,Asia Pacific,announced,1213.8,N/A,oxygen,BOF,https://www.gem.wiki/SAIL_Rourkela_steel_plant,22.210804,84.86895
P100000121202,S100000131818,Main plant,announced,Fuhai Indonesia Steel Plant,,Fuhai Group New Energy Holding Co Ltd [100%],Fuhai Group,N/A,Sumatra,Indonesia,Asia Pacific,announced,1750.0,N/A,oxygen,BOF,https://www.gem.wiki/Fuhai_Indonesia_Steel_Plant,-1.556636,103.679366
P100000120761,S100000131088,Closure,operating pre-retirement,BlueScope New Zealand Steel Glenbrook,,BlueScope Steel Ltd [100.0%],New Zealand Steel Ltd,N/A,South Auckland,New Zealand,Asia Pacific,operating pre-retirement,650.0,325.0,integrated_DRI,"BOF, DRI",https://www.gem.wiki/BlueScope_New_Zealand_Steel_Glenbrook,-37.206878,174.728098
P100000120761,S100000131087,Main plant,operating,BlueScope New Zealand Steel Glenbrook,,BlueScope Steel Ltd [100.0%],New Zealand Steel Ltd,N/A,South Auckland,New Zealand,Asia Pacific,operating,N/A,325.0,integrated_DRI,"BOF, DRI",https://www.gem.wiki/BlueScope_New_Zealand_Steel_Glenbrook,-37.206878,174.728098
P100000120512,S100000130745,Main plant,operating,BMM Ispat steel plant,,JSW Projects Ltd [58.5%],BMM ISPAT Ltd,N/A,Karnataka,India,Asia Pacific,operating,1108.0,760.0,integrated_DRI,"BOF, DRI, EAF, other",https://www.gem.wiki/BMM_Ispat_steel_plant,15.16972,76.37971
P100000120372,S100000131631,Closure,retired,Qinhuangdao Baigong Steel Co Ltd,秦皇岛佰工钢铁有限公司,Tangshan Universal Industrial Development Co Ltd [100.0%],"Qinhuangdao Baigong Steel Co., Ltd.",N/A,Hebei,China,Asia Pacific,retired,1050.0,N/A,"electric, oxygen","BOF, EAF",https://www.gem.wiki/Qinhuangdao_Baigong_Steel_Co_Ltd,39.748773,118.819472
P100000120372,S100000130539,Expansion,operating,Qinhuangdao Baigong Steel Co Ltd,秦皇岛佰工钢铁有限公司,Tangshan Universal Industrial Development Co Ltd [100.0%],"Qinhuangdao Baigong Steel Co., Ltd.",N/A,Hebei,China,Asia Pacific,operating,1510.0,N/A,"electric, oxygen","BOF, EAF",https://www.gem.wiki/Qinhuangdao_Baigong_Steel_Co_Ltd,39.748773,118.819472
P100000120161,S100000130225,Main plant,operating,Wuyang Iron and Steel Co Ltd,舞阳钢铁有限责任公司,HBIS Group Co Ltd [53.1%]; China Baowu Steel Group Co Ltd [27.7%]; China Huarong Asset Management Co Ltd [8.3%]; HBIS Co Ltd [8.1%]; other [2.8%],"Wuyang Iron and Steel Co., Ltd.",Partial,Henan,China,Asia Pacific,operating,6599.0,1124.0,"electric, oxygen","BOF, EAF",https://www.gem.wiki/Wuyang_Iron_and_Steel_Co_Ltd,33.287536,113.474328
P100000120283,S100000131772,Closure,operating pre-retirement,Tianjin Rockcheck Steel Group Co Ltd,天津荣程联合钢铁集团有限公司,Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; persons [17.9%]; other [4.2%],"Tianjin Rockcheck Steel Group Co., Ltd.",N/A,Tianjin,China,Asia Pacific,operating pre-retirement,1250.0,N/A,integrated_BF,"BOF, EAF",https://www.gem.wiki/Tianjin_Rockcheck_Steel_Group_Co_Ltd,38.970638,117.495794
P100000120283,S100000130403,Expansion,announced,Tianjin Rockcheck Steel Group Co Ltd,天津荣程联合钢铁集团有限公司,Tianjin Rongcheng Xiangtai Investment Holdings Co Ltd [77.8%]; persons [17.9%]; other [4.2%],"Tianjin Rockcheck Steel Group Co., Ltd.",N/A,Tianjin,China,Asia Pacific,announced,1250.0,N/A,integrated_BF,"BOF, EAF",https://www.gem.wiki/Tianjin_Rockcheck_Steel_Group_Co_Ltd,38.970638,117.495794
P100000120511,S100000130744,Expansion,announced,Tata Steel BSL Dhenkanal plant,,Tata Steel BSL Ltd [100%],Tata Steel BSL Ltd,N/A,Odisha,India,Asia Pacific,announced,4600.0,1600.0,integrated_DRI,"BOF, EAF",https://www.gem.wiki/Tata_Steel_BSL_Dhenkanal_plant,20.796053,85.260382
P100000120556,S100000130827,Main plant,construction,Rashmi Metaliks Jamuria steel plant,,unknown,Rashmi Metaliks Ltd,unknown,West Bengal,India,Asia Pacific,construction,2500.0,unknown,integrated_unknown,"BOF, EAF",https://www.gem.wiki/Rashmi_Metaliks_Jamuria_steel_plant,23.706343,87.07774
P100000120432,S100000130638,Main plant,operating,Saarstahl Völklingen Steelmaking Plant,,SHS Stahl Holding Saar GmbH & Co KgaA [100.0%],Saarstahl AG,N/A,Saarland,Germany,Europe,operating,300.0,N/A,"electric, oxygen","BOF, other",https://www.gem.wiki/Saarstahl_Völklingen_Steelmaking_Plant,49.247635,6.848662
P100000120427,S100000130630,Expansion,announced,ArcelorMittal Hamburg steel plant,,ArcelorMittal SA [100.0%],ArcelorMittal Hamburg GmbH,N/A,Hamburg,Germany,Europe,announced,N/A,100.0,ironmaking_DRI,DRI,https://www.gem.wiki/ArcelorMittal_Hamburg_steel_plant,53.522601,9.900749
P100000121172,S100000131721,Main plant,announced,GravitHy Fos sur Mer iron plant,,EIT InnoEnergy SE; Engie New Ventures SA; Forvia SE; Groupe IDEC SAS; Plug Power Inc; Primetals Technologies Ltd,GravitHy,N/A,Bouches-du-Rhône,France,Europe,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/GravitHy_Fos_sur_Mer_iron_plant,43.436519,4.852576
P100000120970,S100000131325,Main plant,operating,ArcelorMittal Texas DRI plant,,ArcelorMittal SA [100%],ArcelorMittal SA,N/A,Texas,United States,North America,operating,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/ArcelorMittal_Texas_DRI_plant,27.888929,-97.282062
P100000120607,S100000130904,Main plant,operating,Ardakan Steel Yazd plant,,unknown,Ardakan Steel,unknown,Yazd,Iran,Middle East,operating,N/A,960.0,ironmaking_DRI,DRI,https://www.gem.wiki/Ardakan_Steel_Yazd_plant,32.373942,53.759655
P100000120085,S100000130115,Expansion,operating,Baosteel Zhanjiang Iron & Steel Co Ltd,宝钢湛江钢铁有限公司氢基竖炉(一期),Baoshan Iron & Steel Co Ltd [90.0%]; Guangdong Hengjian Investment Holding Co Ltd [10.0%],Baosteel Zhanjiang Iron & Steel Co Ltd,Partial,Guangdong,China,Asia Pacific,operating,N/A,1000.0,ironmaking_DRI,DRI,https://www.gem.wiki/Baosteel_Zhanjiang_Iron_&_Steel_Co_Ltd,21.056035,110.48657
P100000120969,S100000131324,Main plant,operating,Cleveland-Cliffs Toledo DRI plant,,Cleveland-Cliffs Inc [100%],Cleveland-Cliffs Inc,N/A,Ohio,United States,North America,operating,N/A,1900.0,ironmaking_DRI,DRI,https://www.gem.wiki/Cleveland-Cliffs_Toledo_DRI_plant,41.672816,-83.477833
P100000121010,S100000131364,Main plant,operating,CVG Briquetera de Venezuela DRI plant,Briquetera de Venezuela,Matesi [100%],Matesi,Full,Bolívar,Venezuela,Central & South America,mothballed,N/A,750.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Briquetera_de_Venezuela_DRI_plant,8.300159,-62.780136
P100000121010,S100000131364,Main plant,operating,CVG Briquetera de Venezuela DRI plant,Briquetera de Venezuela,Matesi [100%],Matesi,Full,Bolívar,Venezuela,Central & South America,operating,N/A,750.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Briquetera_de_Venezuela_DRI_plant,8.300159,-62.780136
P100000121008,S100000131363,Main plant,operating,CVG Briquetera del Caroní DRI plant,CVG Briquetera del Caroní (Spanish),Siderúrgica Venezolana SA,Venezolana de Prerreducidos Caroni CA,N/A,Bolívar,Venezuela,Central & South America,operating,N/A,820.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Briquetera_del_Caroní_DRI_plant,8.290142,-62.805419
P100000121007,S100000131362,Main plant,operating,CVG Briquetera del Orinoco DRI plant,CVG Briquetera del Orinoco (Spanish),Orinoco Iron [100%],OrinoCo Iron,Full,Bolívar,Venezuela,Central & South America,operating,N/A,550.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Briquetera_del_Orinoco_DRI_plant,8.274965,-62.819282
P100000121007,S100000131362,Main plant,operating,CVG Briquetera del Orinoco DRI plant,CVG Briquetera del Orinoco (Spanish),Orinoco Iron [100%],OrinoCo Iron,Full,Bolívar,Venezuela,Central & South America,mothballed,N/A,1650.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Briquetera_del_Orinoco_DRI_plant,8.274965,-62.819282
P100000121005,S100000131360,Main plant,operating,CVG Comsigua DRI plant,Complejo Siderúrgico de Guayana (Spanish),Complejo Siderurgico de Guayana CA [100%],Complejo Siderurgico de Guayana CA (Comsigua),Full,Bolívar,Venezuela,Central & South America,operating,N/A,1000.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Comsigua_DRI_plant,8.297662,-62.780149
P100000121006,S100000131361,Main plant,operating,CVG Ferrominera Orinoco DRI plant,CVG Briquetera Ferrominera Orinoco (Spanish),Government of Venezuela [100.0%],Cvg Ferrominera Del OrinoCo CA,Full,Bolívar,Venezuela,Central & South America,operating,N/A,1000.0,ironmaking_DRI,DRI,https://www.gem.wiki/CVG_Ferrominera_Orinoco_DRI_plant,8.33468,-62.728842
P100000120643,S100000130951,Main plant,announced,DRI d'Italia Taranto plant,,DRI d'Italia SpA [100%],DRI d'Italia Spa,Full,Province of Taranto,Italy,Europe,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/DRI_d'Italia_Taranto_plant,40.508993,17.207589
P100000120744,S100000131063,Main plant,operating,Esteel Antara Labuan iron plant,,Esteel Enterprise Pte Ltd [100.0%],Antara Steel Mills Sdn Bhd,N/A,Labuan Island,Malaysia,Asia Pacific,operating,N/A,900.0,ironmaking_DRI,DRI,https://www.gem.wiki/Esteel_Antara_Labuan_iron_plant,5.253839,115.242717
P100000120587,S100000130872,Main plant,operating,Ghadir Iron & Steel plant Yazd,شرکت آهن و فولاد غدیر ایرانیان (‎Persian),Chadormalu Mining & Industrial Co [33.3%]; Ghadir Investment Company PJSC [33.3%]; Iran Alloy Steel Co [33.3%],Iranian Ghadir Iron & Steel Co.,N/A,Yazd,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Ghadir_Iron_&_Steel_plant_Yazd,32.3912,53.7496
P100000120613,S100000130916,Main plant,operating,Golgohar Iron & Steel Company Kerman,,unknown,Gohar Zamin Iron Ore,unknown,Kerman,Iran,Middle East,operating,N/A,3400.0,ironmaking_DRI,DRI,https://www.gem.wiki/Golgohar_Iron_&_Steel_Company_Kerman,29.134614,55.360773
P100000120401,S100000130579,Expansion,operating,Hebei Zhangxuan High Tech Co Ltd,河北张宣高科科技有限公司,HBIS Group Co Ltd [100.0%],"Hebei Zhangxuan High Tech Co., Ltd.",Full,Hebei,China,Asia Pacific,operating,N/A,1110.0,ironmaking_DRI,DRI,https://www.gem.wiki/Hebei_Zhangxuan_High_Tech_Co_Ltd,40.607977,115.067516
P100000120851,S100000131892,Expansion,announced,HYBRIT Gallivare sponge iron plant,,Luossavaara-Kiirunavaara AB [33.3%]; SSAB AB [33.3%]; Vattenfall AB [33.3%],HYBRIT Development AB,Partial,Norrbotten,Sweden,Europe,announced,N/A,1350.0,ironmaking_DRI,DRI,https://www.gem.wiki/HYBRIT_Gallivare_sponge_iron_plant,67.189096,20.720752
P100000120851,S100000131196,Main plant,announced,HYBRIT Gallivare sponge iron plant,,Luossavaara-Kiirunavaara AB [33.3%]; SSAB AB [33.3%]; Vattenfall AB [33.3%],HYBRIT Development AB,Partial,Norrbotten,Sweden,Europe,announced,N/A,1350.0,ironmaking_DRI,DRI,https://www.gem.wiki/HYBRIT_Gallivare_sponge_iron_plant,67.189096,20.720752
P100000120570,S100000130849,Main plant,operating,JSW Steel Salav DRI plant,,JSW Steel Ltd [100.0%],JSW Steel (Salav) Limited,N/A,Maharashtra,India,Asia Pacific,operating,N/A,1000.0,ironmaking_DRI,DRI,https://www.gem.wiki/JSW_Steel_Salav_DRI_plant,18.530853,72.947091
P100000120583,S100000131686,Expansion,operating,Khouzestan Steel plant,شرکت فولاد خوزستان (‎Persian),Khouzestan Steel Co [100%],Khouzestan Steel Co,Full,Khouzestan,Iran,Middle East,operating,N/A,1760.0,ironmaking_DRI,DRI,https://www.gem.wiki/Khouzestan_Steel_plant,31.270091,48.732904
P100000121164,S100000131687,Main plant,operating,Shadegan Steel Complex,,Khouzestan Steel Co [100%],Khouzestan Steel Co,Full,Khouzestan,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Shadegan_Steel_Complex,30.565979,48.939846
P100000120596,S100000131673,Expansion,announced,Kish South Kaveh Steel Hormuzgan plant,,Mostazafan Foundation [50.0%]; Taghtiran Industrial Group [50.0%],Kish South Kaveh Steel Company,Partial,Hormuzgan,Iran,Middle East,announced,N/A,1500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Kish_South_Kaveh_Steel_Hormuzgan_plant,27.169696,56.095207
P100000120823,S100000131163,Expansion,announced,Lebedinsky GOK DRI Plant,Лебединский горно-обогатительный комбинат (Russian),YueSeM Holding Company LLC [100.0%],Lebedinskiy GOK AO,N/A,Belgorod,Russia,Eurasia,announced,N/A,2080.0,ironmaking_DRI,DRI,https://www.gem.wiki/Lebedinsky_GOK_DRI_Plant,51.261995,37.654622
P100000120823,S100000131162,Main plant,operating,Lebedinsky GOK DRI Plant,Лебединский горно-обогатительный комбинат (Russian),YueSeM Holding Company LLC [100.0%],Lebedinskiy GOK AO,N/A,Belgorod,Russia,Eurasia,operating,N/A,4700.0,ironmaking_DRI,DRI,https://www.gem.wiki/Lebedinsky_GOK_DRI_Plant,51.261995,37.654622
P100000120522,S100000130765,Main plant,operating,Lloyds Metals and Energy Ltd Ghugus Steel Plant,,Lloyds Metals and Energy Ltd [100%],Lloyds Metals and Energy Ltd,N/A,Maharashtra,India,Asia Pacific,operating,N/A,324.0,ironmaking_DRI,DRI,https://www.gem.wiki/Lloyds_Metals_and_Energy_Ltd_Ghugus_Steel_Plant,19.929837,79.119344
P100000120828,S100000131168,Main plant,announced,Metalloinvest Mikhailovsky HBI plant,Михайловский ГБЖ (Russian),USM Holdings Ltd [55.0%]; YueSeM Holding Company LLC [45.0%],Mikhailovsky HBI LLC (MGBZh OOO),N/A,Kursk Oblast,Russia,Eurasia,announced,N/A,2080.0,ironmaking_DRI,DRI,https://www.gem.wiki/Metalloinvest_Mikhailovsky_HBI_plant,52.360448,35.397314
P100000121038,S100000131405,Main plant,announced,Mitsui-Kobe Duqm DRI plant,,Kobe Steel Ltd; Mitsui & Co Ltd,Mitsui-Kobe Steel,N/A,Al Wusta,Oman,Middle East,announced,N/A,5000.0,ironmaking_DRI,DRI,https://www.gem.wiki/Mitsui-Kobe_Duqm_DRI_plant,19.529594,57.61573
P100000120601,S100000130896,Main plant,operating,Miyaneh Steel East Azerbaijan steel plant,,Iranian Mines & Mining Industries Development & Renovation Organization,Mianeh Steel,Full,East Azerbaijan,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Miyaneh_Steel_East_Azerbaijan_steel_plant,37.37881,47.736689
P100000120612,S100000130913,Main plant,operating,Mobarakeh Steel Sefid Dasht Steel Complex,,Iranian Mines & Mining Industries Development & Renovation Organization,Mobarakeh Steel Co,Full,Chaharmahal and Bakhtiari Province,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Mobarakeh_Steel_Sefid_Dasht_Steel_Complex,32.156673,51.199541
P100000120611,S100000130911,Main plant,operating,Neyriz Ghadir Steel Company Fars plant,,Ghadir Investment Company PJSC [65.0%]; Iranian Mines & Mining Industries Development & Renovation Organization [35.0%],Neyriz Ghadir Steel Company,Partial,Fars,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Neyriz_Ghadir_Steel_Company_Fars_plant,29.168087,54.621487
P100000120895,S100000131243,Main plant,operating,Nu-Iron Unlimited Point Lisas DRI plant,Planta de reducción directa Nu-Iron Unlimited,Nucor Corp [100.0%],NU-IRON UNLIMITED DIRECT-,N/A,Couva,Trinidad and Tobago,Central & South America,operating,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/Nu-Iron_Unlimited_Point_Lisas_DRI_plant,10.399138,-61.486326
P100000120987,S100000131342,Main plant,operating,Nucor Steel Louisiana,,Nucor Corp [100.0%],Nucor Steel Louisiana LLC,N/A,Louisiana,United States,North America,operating,N/A,2500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Nucor_Steel_Louisiana,30.076693,-90.859953
P100000120499,S100000131701,Expansion,announced,Gunung Raja Paksi West Java steel plant,,unknown,Gunung Raja Paksi Tbk PT,unknown,West Java,Indonesia,Asia Pacific,announced,N/A,>0,ironmaking_DRI,DRI,https://www.gem.wiki/Gunung_Raja_Paksi_West_Java_steel_plant,-6.282658,107.117683
P100000120610,S100000130908,Main plant,operating,Persian Gulf Saba Steel,,unknown,Persian Gulf Saba Steel,unknown,Hormuzgan,Iran,Middle East,operating,N/A,1500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Persian_Gulf_Saba_Steel,27.189076,56.105633
P100000120610,S100000131670,Expansion,construction,Persian Gulf Saba Steel,,unknown,Persian Gulf Saba Steel,unknown,Hormuzgan,Iran,Middle East,construction,N/A,1760.0,ironmaking_DRI,DRI,https://www.gem.wiki/Persian_Gulf_Saba_Steel,27.189076,56.105633
P100000120615,S100000131668,Expansion,announced,Sarmad Iron and Steel Complex Abarkouh,,unknown,Sarmad Iron and Steel Complex Abarkouh,unknown,Yazd,Iran,Middle East,announced,N/A,1200.0,ironmaking_DRI,DRI,https://www.gem.wiki/Sarmad_Iron_and_Steel_Complex_Abarkouh,31.222989,53.392728
P100000120440,S100000130649,Expansion,cancelled,Sider El Hadjar Annaba steel plant,مركب الحجار للحديد والصلب (Arabic),Groupe Industriel Sider SpA [100%],Groupe Industriel Sider Spa,Full,Annaba,Algeria,Africa,cancelled,N/A,2500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Sider_El_Hadjar_Annaba_steel_plant,36.795924,7.707633
P100000120707,S100000131023,Expansion,announced,South Korea hydrogen DRI plant,,unknown,Other,unknown,unknown,South Korea,Asia Pacific,announced,N/A,3000.0,ironmaking_DRI,DRI,https://www.gem.wiki/South_Korea_hydrogen_DRI_plant,36.647511,128.131064
P100000120707,S100000131022,Main plant,announced,South Korea hydrogen DRI plant,,unknown,Other,unknown,unknown,South Korea,Asia Pacific,announced,N/A,1000.0,ironmaking_DRI,DRI,https://www.gem.wiki/South_Korea_hydrogen_DRI_plant,36.647511,128.131064
P100000120545,S100000130806,Main plant,operating,Tata Sponge Iron Odisha plant,,Tata Steel Long Products Ltd [100%],Tata Steel Long Products Ltd,N/A,Odisha,India,Asia Pacific,operating,N/A,450.0,ironmaking_DRI,DRI,https://www.gem.wiki/Tata_Sponge_Iron_Odisha_plant,22.055716,85.466124
P100000120918,S100000131271,Expansion,operating,Tembo Steels Iganga plant,,unknown,Tembo Steels Uganda Ltd,unknown,Busoga,Uganda,Africa,operating,N/A,1200.0,ironmaking_DRI,DRI,https://www.gem.wiki/Tembo_Steels_Iganga_plant,0.611975,33.457629
P100000121198,S100000131800,Main plant,operating,Ozmert Algeria Steel Plant,,unknown,Ozmert Algeria,unknown,Tebessa,Algeria,Africa,operating,N/A,500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Ozmert_Algeria_Steel_Plant,35.47858,-0.62139
P100000120602,S100000130898,Main plant,operating,Sabzevar Steel Complex Razavi Khorasan,,unknown,Sabzevar Pars Steel Complex,unknown,Razavi Khorasan,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Sabzevar_Steel_Complex_Razavi_Khorasan,36.58952,57.571719
P100000121163,S100000131685,Main plant,announced,Green Steel of WA Geraldton Steel plant,,Carbon Transition Pathways,Green Steel of WA Pty Ltd,N/A,Mid-West Australia,Australia,Asia Pacific,announced,N/A,2500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Green_Steel_of_WA_Geraldton_Steel_plant,-28.766858,114.799967
P100000121161,S100000131683,Main plant,announced,POSCO Port Hedland Steel Plant,,unknown,POSCO Australia PTY Ltd,unknown,Western Australia,Australia,Asia Pacific,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/POSCO_Port_Hedland_Steel_Plant,-20.395832,118.537975
P100000121162,S100000131684,Main plant,announced,China Baowu Western Australia Steel Plant,,China Baowu Steel Group Co Ltd [100%],China Baowu,unknown,Western Australia,Australia,Asia Pacific,announced,N/A,>0,ironmaking_DRI,DRI,https://www.gem.wiki/China_Baowu_Western_Australia_Steel_Plant,-21.296694,117.640283
P100000121165,S100000131696,Main plant,operating,Nilachal Iron & Power Gamharia Steel Plant,,Jai Balaji Industries Ltd [100.0%],NIlachal Iron & Power Ltd,N/A,Jharkhand,India,Asia Pacific,operating,N/A,180.0,ironmaking_DRI,DRI,https://www.gem.wiki/Nilachal_Iron_&_Power_Gamharia_Steel_Plant,22.874863,86.063646
P100000121177,S100000131733,Main plant,announced,Liberty Steel Dunkerque DRI plant,,GFG Alliance Ltd [100.0%],Liberty Steel,N/A,Haus-de-France,France,Europe,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/Liberty_Steel_Dunkerque_DRI_plant,50.99926,2.168571
P100000121179,S100000131739,Main plant,operating,Lloyds Metals and Energy Ltd Konsari Steel Plant,,Lloyds Metals and Energy Ltd [100%],Lloyds Metals and Energy Ltd,N/A,Maharashtra,India,Asia Pacific,construction,N/A,72.0,ironmaking_DRI,DRI,https://www.gem.wiki/Lloyds_Metals_and_Energy_Ltd_Konsari_Steel_Plant,19.770409,79.813599
P100000121191,S100000131769,Expansion,announced,Shakambhari Ispat & Power Purulia Steel Plant,,Shakambhari Group,Shakambhari Ispat & Power Ltd,N/A,West Bengal,India,Asia Pacific,announced,N/A,238.0,ironmaking_DRI,DRI,https://www.gem.wiki/Shakambhari_Ispat_&_Power_Purulia_Steel_Plant,23.613861,86.789527
P100000121208,S100000131846,Main plant,announced,Esteel Sabah Steel Plant,,Esteel Enterprise Pte Ltd,Esteel Enterprise Sabah Sdn Bhd,N/A,Sabah,Malaysia,Asia Pacific,announced,N/A,2500.0,ironmaking_DRI,DRI,https://www.gem.wiki/Esteel_Sabah_Steel_Plant,6.104211,116.202218
P100000120019,S100000131867,Expansion,announced,Bashundhara Steel Mirsarai plant,,unknown,Bashundhara Group,unknown,Chittagong,Bangladesh,Asia Pacific,announced,N/A,2200.0,ironmaking_DRI,DRI,https://www.gem.wiki/Bashundhara_Steel_Mirsarai_plant,22.719278,91.470382
P100000121219,S100000131869,Main plant,announced,Mesabi Metallics Nashwuak HBI plant,,Steel Dynamics Inc [100.0%],"Mesabi Mining, LLC",N/A,Minnesota,United States,North America,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/Mesabi_Metallics_Nashwuak_HBI_plant,47.383441,-93.219413
P100000121220,S100000131870,Main plant,announced,GravitHy Kristinestad iron plant,,EIT InnoEnergy SE; Engie New Ventures SA; Forvia SE; Groupe IDEC SAS; Plug Power Inc; Primetals Technologies Ltd,GravitHy,N/A,Ostrobothnia,Finland,Europe,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/GravitHy_Kristinestad_iron_plant,62.273929,21.379356
P100000120970,S100000131871,Expansion,announced,ArcelorMittal Texas DRI plant,,ArcelorMittal SA [100%],ArcelorMittal SA,N/A,Texas,United States,North America,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/ArcelorMittal_Texas_DRI_plant,27.888929,-97.282062
P100000121222,S100000131875,Main plant,announced,H2 Green Steel Spain plant,,unknown,H2 Green Steel AB,unknown,unknown,Spain,Europe,announced,N/A,2000.0,ironmaking_DRI,DRI,https://www.gem.wiki/H2_Green_Steel_Spain_plant,40.4637,-3.7492
P100000121224,S100000131879,Main plant,operating,Ahya Steel Folad Baft Company DRI plant,,Mahan Mines and Industries Development Co [60.0%]; Bank of Industry and Mine (Iran) [20.0%]; Iranian Mines & Mining Industries Development & Renovation Organization [20.0%],Ahya Steel Folad Baft Company,Partial,Kerman,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Ahya_Steel_Folad_Baft_Company_DRI_plant,29.289109,56.490707
P100000121224,S100000131880,Expansion,operating,Ahya Steel Folad Baft Company DRI plant,,Mahan Mines and Industries Development Co [60.0%]; Bank of Industry and Mine (Iran) [20.0%]; Iranian Mines & Mining Industries Development & Renovation Organization [20.0%],Ahya Steel Folad Baft Company,Partial,Kerman,Iran,Middle East,operating,N/A,800.0,ironmaking_DRI,DRI,https://www.gem.wiki/Ahya_Steel_Folad_Baft_Company_DRI_plant,29.289109,56.490707
P100000121183,S100000131902,Expansion,announced,Shyam Metalics Jamuria Steel Plant,,Shyam Metalics and Energy Ltd [100%],Shyam Metalics and Energy Limited,N/A,West Bengal,India,Asia Pacific,announced,N/A,462.0,ironmaking_DRI,DRI,https://www.gem.wiki/Shyam_Metalics_Jamuria_Steel_Plant,23.693749,87.122711
