id,Phase ID,Plant phase,Phase operating status,project,project_other,parent,owner,ownership,province,country,region,status,steel_capacity,iron_capacity,process,equipment,url,lat,lng
P100000120418,S100000130603,Main plant,operating,Jianglong Acheng Iron & Steel Co Ltd,建龙阿城钢铁有限公司,Beijing Jianlong Investment Co Ltd [87.6%]; other [12.4%],"Jianglong Acheng Iron & Steel Co., Ltd.",N/A,Heilongjiang,China,Asia Pacific,operating,1600.0,1400.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jianglong_Acheng_Iron_&_Steel_Co_Ltd,45.562002,126.968128
P100000120196,S100000130286,Main plant,operating,Jiangsu Binxin Steel Group Co Ltd,江苏省镔鑫钢铁集团有限公司,Lianyungang Ganyu Zhongcheng Investment Co Ltd [87.4%]; persons [12.6%],"Jiangsu Binxin Special Steel Material Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,2250.0,2150.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Binxin_Steel_Group_Co_Ltd,35.09556,119.279989
P100000120196,S100000131767,Closure,retired,Jiangsu Binxin Steel Group Co Ltd,江苏省镔鑫钢铁集团有限公司,Lianyungang Ganyu Zhongcheng Investment Co Ltd [87.4%]; persons [12.6%],"Jiangsu Binxin Special Steel Material Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,retired,2250.0,2000.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Binxin_Steel_Group_Co_Ltd,35.09556,119.279989
P100000120199,S100000130290,Main plant,operating,Jiangsu Changqiang Iron & Steel Co Ltd,江苏长强钢铁有限公司(江苏新长江实业集团有限公司),Jiangyin Changqi Investment Partnership LP [65.0%]; Changhong International Investment Co Ltd [25.0%]; Jiangyin Changjiang Village Federation of Trade Unions [9.5%]; Jiangsu New Yangtze Industrial Group Co Ltd [0.5%],"Jiangsu Changqiang Iron & Steel Co., Ltd.",unknown,Jiangsu,China,Asia Pacific,operating,2000.0,1700.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Changqiang_Iron_&_Steel_Co_Ltd,31.952064,120.189749
P100000120195,S100000130285,Main plant,retired,Jiangsu Shente Steel Co Ltd,江苏申特钢铁有限公司,Jiangsu Delong Nickel Industry Co Ltd [100.0%],Jiangsu Shente Steel Co. Ltd.,N/A,Jiangsu,China,Asia Pacific,retired,2700.0,1700.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Shente_Steel_Co_Ltd,31.471123,119.485941
P100000121136,S100000131526,Main plant,retired,Jiangsu Xingda Steel Group,江苏兴达钢铁集团有限公司,unknown,Jiangsu Xingda Steel Group,unknown,Jiangsu,China,Asia Pacific,retired,1600.0,2400.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Xingda_Steel_Group,34.501981,117.316278
P100000120198,S100000131841,Closure,retired,Jiangsu Xugang Iron and Steel Group Co Ltd,江苏徐钢钢铁集团有限公司,Jiangsu Xusteel Group Co Ltd [100%],"Jiangsu Xugang Iron and Steel Group Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,retired,1700.0,1300.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Xugang_Iron_and_Steel_Group_Co_Ltd,34.577016,117.339638
P100000120198,S100000130289,Main plant,operating,Jiangsu Xugang Iron and Steel Group Co Ltd,江苏徐钢钢铁集团有限公司,Jiangsu Xusteel Group Co Ltd [100%],"Jiangsu Xugang Iron and Steel Group Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1700.0,1180.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Xugang_Iron_and_Steel_Group_Co_Ltd,34.577016,117.339638
P100000120198,S100000131546,Expansion,operating,Jiangsu Xugang Iron and Steel Group Co Ltd,江苏徐钢钢铁集团有限公司,Jiangsu Xusteel Group Co Ltd [100%],"Jiangsu Xugang Iron and Steel Group Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,1350.0,1802.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangsu_Xugang_Iron_and_Steel_Group_Co_Ltd,34.577016,117.339638
P100000120205,S100000130297,Main plant,operating,Jiangyin Huaxi Iron and Steel Co Ltd,江阴华西钢铁有限公司,Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],"Jiangyin Huaxi Iron and Steel Co., Ltd.",unknown,Jiangsu,China,Asia Pacific,operating,1500.0,1400.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiangyin_Huaxi_Iron_and_Steel_Co_Ltd,31.816482,120.424347
P100000120158,S100000130222,Main plant,operating,Jianlong Xilin Iron and Steel Co Ltd,建龙西林钢铁有限公司,Beijing Jianlong Investment Co Ltd [87.6%]; other [12.4%],"Jianlong Xilin Iron and Steel Co., Ltd.",N/A,Heilongjiang,China,Asia Pacific,operating,4200.0,3400.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jianlong_Xilin_Iron_and_Steel_Co_Ltd,47.495036,129.287919
P100000120215,S100000130308,Main plant,operating,Jilin Jianlong Steel Co Ltd,吉林建龙钢铁有限责任公司,Beijing Jianlong Investment Co Ltd [90.2%]; other [9.8%],"Jilin Jianlong Steel Co., Ltd.",N/A,Jilin,China,Asia Pacific,operating,2700.0,3080.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jilin_Jianlong_Steel_Co_Ltd,44.011951,126.537086
P100000120218,S100000130313,Main plant,operating,Jilin Jingang Iron and Steel Co Ltd,吉林金钢钢铁股份有限公司,unknown,"Jilin Jingang Iron and Steel Co., Ltd.",unknown,Jilin,China,Asia Pacific,operating,1500.0,1300.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jilin_Jingang_Iron_and_Steel_Co_Ltd,43.20023,124.335697
P100000120217,S100000131588,Closure,operating pre-retirement,Jilin Xinda Iron and Steel Co Ltd,吉林鑫达钢铁有限公司,Hengjin Huitong Asset Management (Beijing) Co Ltd [60.0%]; persons [18.7%]; Jilin Tianpeng Industrial Co Ltd [17.2%]; other [4.1%],"Jilin Xinda Iron and Steel Co., Ltd.",N/A,Jilin,China,Asia Pacific,operating pre-retirement,3300.0,588.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jilin_Xinda_Iron_and_Steel_Co_Ltd,42.3249,125.246892
P100000120217,S100000130311,Expansion,announced,Jilin Xinda Iron and Steel Co Ltd,吉林鑫达钢铁有限公司,Hengjin Huitong Asset Management (Beijing) Co Ltd [60.0%]; persons [18.7%]; Jilin Tianpeng Industrial Co Ltd [17.2%]; other [4.1%],"Jilin Xinda Iron and Steel Co., Ltd.",N/A,Jilin,China,Asia Pacific,announced,2300.0,1220.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jilin_Xinda_Iron_and_Steel_Co_Ltd,42.3249,125.246892
P100000120373,S100000130540,Main plant,operating,Jinan Iron & Steel Group Co Ltd,冀南钢铁集团有限公司(一期),Jinan Iron & Steel Group Co Ltd [100%],"Jinan Iron & Steel Group Co., Ltd.",N/A,Hebei,China,Asia Pacific,operating,2700.0,2320.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jinan_Iron_&_Steel_Group_Co_Ltd,36.718952,114.111677
P100000120373,S100000130541,Expansion,construction,Jinan Iron & Steel Group Co Ltd,冀南钢铁集团有限公司(二期 5座高炉2座转炉),Jinan Iron & Steel Group Co Ltd [100%],"Jinan Iron & Steel Group Co., Ltd.",N/A,Hebei,China,Asia Pacific,construction,2500.0,3576.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jinan_Iron_&_Steel_Group_Co_Ltd,36.718952,114.111677
P100000120373,S100000130541,Expansion,construction,Jinan Iron & Steel Group Co Ltd,冀南钢铁集团有限公司(二期 5座高炉2座转炉),Jinan Iron & Steel Group Co Ltd [100%],"Jinan Iron & Steel Group Co., Ltd.",N/A,Hebei,China,Asia Pacific,announced,N/A,2372.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jinan_Iron_&_Steel_Group_Co_Ltd,36.718952,114.111677
P100000120273,S100000131624,Closure,retired,Jincheng Fusheng Iron & Steel Co Ltd,山西晋钢智造科技有限公司,Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; persons [40.0%],"Jincheng Fusheng Iron & Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,retired,3760.0,2786.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jincheng_Fusheng_Iron_&_Steel_Co_Ltd,35.662985,112.882395
P100000120273,S100000130389,Expansion,operating,Jincheng Fusheng Iron & Steel Co Ltd,山西晋钢智造科技有限公司,Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; persons [40.0%],"Jincheng Fusheng Iron & Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,2300.0,2300.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jincheng_Fusheng_Iron_&_Steel_Co_Ltd,35.662985,112.882395
P100000120273,S100000130389,Expansion,operating,Jincheng Fusheng Iron & Steel Co Ltd,山西晋钢智造科技有限公司,Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; persons [40.0%],"Jincheng Fusheng Iron & Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,construction,2300.0,N/A,integrated_BF,"BF, BOF",https://www.gem.wiki/Jincheng_Fusheng_Iron_&_Steel_Co_Ltd,35.662985,112.882395
P100000120132,S100000130187,Main plant,operating,Jinding Heavy Industry Co Ltd,金鼎重工有限公司,CSCEC Rongdong Investment Holding Co Ltd [90.0%]; Fang TongZhou Holding Co Ltd [8.0%]; other [2.0%],"Jinding Heavy Industry Co., Ltd.",N/A,Hebei,China,Asia Pacific,operating,3000.0,3000.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jinding_Heavy_Industry_Co_Ltd,36.718952,114.111677
P100000120120,S100000131829,Closure,retired,Jingye Iron and Steel Co Ltd,敬业钢铁有限公司,Hebei Jingye Group Co Ltd [100.0%],"Jingye Iron and Steel Co., Ltd.",N/A,Hebei,China,Asia Pacific,retired,2000.0,3060.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jingye_Iron_and_Steel_Co_Ltd,38.391372,114.139998
P100000120120,S100000130166,Main plant,operating,Jingye Iron and Steel Co Ltd,敬业钢铁有限公司,Hebei Jingye Group Co Ltd [100.0%],"Jingye Iron and Steel Co., Ltd.",N/A,Hebei,China,Asia Pacific,operating,8800.0,8940.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jingye_Iron_and_Steel_Co_Ltd,38.391372,114.139998
P100000120276,S100000130392,Main plant,operating,Jinye Iron and Steel Group Co Ltd,金烨钢铁集团有限公司,Jinye Steel Group Co Ltd [100%],"Jinye Iron and Steel Group Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,950.0,1100.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jinye_Iron_and_Steel_Group_Co_Ltd,36.148131,113.209523
P100000121057,S100000131651,Closure,operating pre-retirement,Jishan Mingfu Steel Products Co Ltd,稷山县铭福钢铁制品有限公司,Jishan Mingfu Steel Products Co Ltd [100%],"Jishan Mingfu Steel Products Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating pre-retirement,1520.0,1100.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jishan_Mingfu_Steel_Products_Co_Ltd,35.665945,111.025976
P100000121057,S100000131432,Expansion,construction,Jishan Mingfu Steel Products Co Ltd,稷山县铭福钢铁制品有限公司,Jishan Mingfu Steel Products Co Ltd [100%],"Jishan Mingfu Steel Products Co., Ltd.",N/A,Shanxi,China,Asia Pacific,construction,1433.0,1142.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jishan_Mingfu_Steel_Products_Co_Ltd,35.665945,111.025976
P100000120083,S100000130112,Main plant,operating,Jiugang Group Yuzhong Iron & Steel Co Ltd,酒钢集团榆中钢铁有限责任公司,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd [100.0%],Jiugang Group Yuzhong Iron & Steel Co Ltd,unknown,Gansu,China,Asia Pacific,operating,4000.0,2340.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiugang_Group_Yuzhong_Iron_&_Steel_Co_Ltd,36.033646,104.035535
P100000120213,S100000130305,Main plant,operating,Jiujiang Pinggang Iron and Steel Co Ltd,九江萍钢钢铁有限公司,Beijing Fangda International Industrial Investment Co Ltd [60.9%]; other [21.5%]; Jiangxi Pxsteel Industrial Co Ltd [10.3%]; Gongqingcheng Huaershun Investment Center LP [7.3%],"Jiujiang Pinggang Iron and Steel Co., Ltd.",N/A,Jiangxi,China,Asia Pacific,operating,4700.0,4630.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Jiujiang_Pinggang_Iron_and_Steel_Co_Ltd,29.778431,116.27527
P100000120254,S100000130362,Main plant,operating,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,莱芜钢铁集团银山型钢有限公司,Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],"Laiwu Iron and Steel Group Yinshan Section Steel Co., Ltd.",unknown,Shandong,China,Asia Pacific,operating,5000.0,5860.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Laiwu_Iron_and_Steel_Group_Yinshan_Section_Steel_Co_Ltd,36.106143,117.820108
P100000120156,S100000130220,Main plant,retired,Langfang Guangyuan Metalwork Co Ltd,廊坊市洸远金属制品有限公司,RiseSun Real Estate Development Co Ltd [99.8%]; other [0.2%],"Langfang Guangyuan Metalwork Co., Ltd.",N/A,Hebei,China,Asia Pacific,retired,4000.0,4080.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Langfang_Guangyuan_Metalwork_Co_Ltd,39.181466,116.838667
P100000120181,S100000130255,Main plant,operating,Lengshuijiang Steel Co Ltd,冷水江钢铁有限责任公司,Lengshuijiang Xingbo Enterprise Management Co Ltd [49.6%]; other [28.6%]; Shanghai Baoke Enterprise Development Co Ltd [15.0%]; Shanghai Zhenchang Metal Resources Group Co Ltd [5.4%]; Shanghai Zhenchang Waste and Scrap Metal Recycling Co Ltd [1.4%],"Lengshuijiang Steel Co., Ltd.",N/A,Hunan,China,Asia Pacific,operating,3000.0,3000.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lengshuijiang_Steel_Co_Ltd,27.690401,111.437288
P100000120192,S100000131765,Closure,operating pre-retirement,Lianfeng Steel (Zhangjiagang) Co Ltd,联峰钢铁(张家港)有限公司,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; other [4.3%]; Hengde International [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating pre-retirement,1520.0,2761.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianfeng_Steel_(Zhangjiagang)_Co_Ltd,31.855205,120.730505
P100000120192,S100000131765,Closure,operating pre-retirement,Lianfeng Steel (Zhangjiagang) Co Ltd,联峰钢铁(张家港)有限公司,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; other [4.3%]; Hengde International [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,retired,760.0,1770.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianfeng_Steel_(Zhangjiagang)_Co_Ltd,31.855205,120.730505
P100000120192,S100000131766,Expansion,operating,Lianfeng Steel (Zhangjiagang) Co Ltd,联峰钢铁(张家港)有限公司,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; other [4.3%]; Hengde International [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,announced,1800.0,1203.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianfeng_Steel_(Zhangjiagang)_Co_Ltd,31.855205,120.730505
P100000120192,S100000131766,Expansion,operating,Lianfeng Steel (Zhangjiagang) Co Ltd,联峰钢铁(张家港)有限公司,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; other [4.3%]; Hengde International [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,N/A,1203.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianfeng_Steel_(Zhangjiagang)_Co_Ltd,31.855205,120.730505
P100000120192,S100000131766,Expansion,operating,Lianfeng Steel (Zhangjiagang) Co Ltd,联峰钢铁(张家港)有限公司,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; other [4.3%]; Hengde International [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]","Lianfeng Steel (Zhangjiagang) Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,construction,N/A,1203.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianfeng_Steel_(Zhangjiagang)_Co_Ltd,31.855205,120.730505
P100000120197,S100000130288,Main plant,operating,Lianyungang Xingxin Iron and Steel Co Ltd,连云港兴鑫钢铁有限公司,Lianyungang Xingxin Iron and Steel Co Ltd [100%],"Lianyungang Xingxin Iron and Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3000.0,3000.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianyungang_Xingxin_Iron_and_Steel_Co_Ltd,34.38381,119.786878
P100000120348,S100000130504,Main plant,operating,Lianyungang Yaxin Iron and Steel Co Ltd,连云港亚新钢铁有限公司,Lianyungang Yaxin Iron and Steel Co Ltd [100%],"Lianyungang Yaxin Iron and Steel Co., Ltd.",N/A,Jiangsu,China,Asia Pacific,operating,3000.0,2800.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lianyungang_Yaxin_Iron_and_Steel_Co_Ltd,34.423786,119.778311
P100000120333,S100000131554,Closure,retired,Liaoyang United Steel Co Ltd,辽阳联合钢铁有限公司,Liaoyang United Steel Co Ltd [100%],"Liaoyang United Steel Co., Ltd.",N/A,Liaoning,China,Asia Pacific,retired,3400.0,2830.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Liaoyang_United_Steel_Co_Ltd,41.19138,122.877311
P100000120269,S100000130382,Main plant,operating,Licheng Taihang Iron & Steel Co Ltd,黎城太行钢铁有限公司,Licheng Taihang Iron & Steel Co Ltd [100%],"Licheng Taihang Iron & Steel Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,1700.0,618.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Licheng_Taihang_Iron_&_Steel_Co_Ltd,36.472303,113.344155
P100000120225,S100000130321,Main plant,operating,Lingyuan Iron & Steel Co Ltd,凌源钢铁股份有限公司,Lingyuan Iron & Steel Co Ltd [100%],"Lingyuan Iron & Steel Co.,Ltd.",unknown,Liaoning,China,Asia Pacific,operating,4644.0,5300.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lingyuan_Iron_&_Steel_Co_Ltd,41.271048,119.41374
P100000120330,S100000130477,Main plant,operating,Linyi Iron and Steel Investment Group Co Ltd,临沂钢铁投资集团有限公司,Linyi Investment Development Co Ltd [74.4%]; Gangfa International [16.7%]; Shandong Caixin Asset Operation Co Ltd [8.3%]; other [0.7%],"Linyi Iron and Steel Investment Group Co., Ltd.",unknown,Shandong,China,Asia Pacific,operating,3400.0,2310.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Linyi_Iron_and_Steel_Investment_Group_Co_Ltd,35.15735,119.133999
P100000120250,S100000130358,Main plant,retired,Linyi Jiangxin Iron and Steel Co Ltd,临沂江鑫钢铁有限公司,Huasheng Jiangquan Group Co Ltd [100.0%],"Linyi Jiangxin Iron and Steel Co., Ltd.",N/A,Shandong,China,Asia Pacific,retired,2700.0,2320.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Linyi_Jiangxin_Iron_and_Steel_Co_Ltd,34.951117,118.305389
P100000120092,S100000130123,Main plant,operating,Liuzhou Iron & Steel Co Ltd(Liuzhou Base),柳州钢铁股份有限公司(柳州本部),Liuzhou IRON&STEEL Co Ltd [100%],Liuzhou Iron & Steel Co Ltd,unknown,Guangxi,China,Asia Pacific,operating,12500.0,8840.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Liuzhou_Iron_&_Steel_Co_Ltd(Liuzhou_Base),24.385304,109.37963
P100000120260,S100000130369,Main plant,operating,Lvliang Jianlong Industrial Co Ltd,吕梁建龙实业有限公司,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; other [6.5%],"Lvliang Jianlong Industrial Co., Ltd.",N/A,Shanxi,China,Asia Pacific,operating,1400.0,1535.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lvliang_Jianlong_Industrial_Co_Ltd,37.45025,112.052094
P100000120260,S100000130369,Main plant,operating,Lvliang Jianlong Industrial Co Ltd,吕梁建龙实业有限公司,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; other [6.5%],"Lvliang Jianlong Industrial Co., Ltd.",N/A,Shanxi,China,Asia Pacific,mothballed,N/A,1650.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lvliang_Jianlong_Industrial_Co_Ltd,37.45025,112.052094
P100000120260,S100000131540,Closure,retired,Lvliang Jianlong Industrial Co Ltd,吕梁建龙实业有限公司,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; other [6.5%],"Lvliang Jianlong Industrial Co., Ltd.",N/A,Shanxi,China,Asia Pacific,retired,1700.0,1650.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lvliang_Jianlong_Industrial_Co_Ltd,37.45025,112.052094
P100000120260,S100000131541,Expansion,announced,Lvliang Jianlong Industrial Co Ltd,吕梁建龙实业有限公司,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; other [6.5%],"Lvliang Jianlong Industrial Co., Ltd.",N/A,Shanxi,China,Asia Pacific,announced,1600.0,1520.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Lvliang_Jianlong_Industrial_Co_Ltd,37.45025,112.052094
P100000120339,S100000131519,Closure,operating pre-retirement,Minyuan Iron and Steel Group Co Ltd,闽源钢铁集团有限公司,persons [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],"Minyuan Iron and Steel Group Co., Ltd.",N/A,Henan,China,Asia Pacific,operating pre-retirement,1650.0,1040.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Minyuan_Iron_and_Steel_Group_Co_Ltd,34.013369,116.422599
P100000120339,S100000130491,Expansion,announced,Minyuan Iron and Steel Group Co Ltd,闽源钢铁集团有限公司（置换1280高炉跟120转炉2座）,persons [66.7%]; Fujian Mingfa Investment Co Ltd [33.3%],"Minyuan Iron and Steel Group Co., Ltd.",N/A,Henan,China,Asia Pacific,announced,2700.0,1180.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Minyuan_Iron_and_Steel_Group_Co_Ltd,34.013369,116.422599
P100000120190,S100000130274,Main plant,operating,Nanjing Iron & Steel Co Ltd,南京钢铁股份有限公司,Nanjing Iron & Steel Co Ltd [100%],"Nanjing Iron & Steel Co., Ltd.",unknown,Jiangsu,China,Asia Pacific,operating,10000.0,8600.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Nanjing_Iron_&_Steel_Co_Ltd,32.200797,118.746315
P100000120165,S100000130233,Main plant,operating,Nanyang Hanye Special Steel Co Ltd,南阳汉冶特钢有限公司,Henan Longcheng Group Co Ltd [100.0%],"Nanyang Hanye Special Steel Co., Ltd.",N/A,Henan,China,Asia Pacific,operating,2588.0,2244.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Nanyang_Hanye_Special_Steel_Co_Ltd,33.269324,111.534635
P100000120305,S100000130430,Main plant,operating,Ningbo Iron & Steel Co Ltd,宁波钢铁有限公司,Hang Zhou Iron & Steel Co Ltd [100.0%],"Ningbo Iron & Steel Co., Ltd.",unknown,Zhejiang,China,Asia Pacific,operating,4000.0,4260.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Ningbo_Iron_&_Steel_Co_Ltd,29.918776,121.876423
P100000121148,S100000131634,Main plant,retired,Ningxia Boyu Hongxing Special Steel Group Co,宁夏博宇红星特钢集团有限公司,unknown,Ningxia Boyu Hongxing Special Steel Group Co,unknown,Ningxia,China,Asia Pacific,retired,1520.0,1400.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Ningxia_Boyu_Hongxing_Special_Steel_Group_Co,39.273832,106.75146
P100000120232,S100000130334,Main plant,operating,Ningxia Iron and Steel (Group) Co Ltd,宁夏钢铁(集团)有限责任公司,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; persons [21.0%],"Ningxia Iron and Steel (Group) Co., Ltd.",N/A,Ningxia,China,Asia Pacific,operating,1800.0,2590.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Ningxia_Iron_and_Steel_(Group)_Co_Ltd,37.503054,105.078348
P100000121052,S100000131426,Main plant,operating,Ningxia Jianlong Special Steel Co Ltd,宁夏建龙特钢有限公司,Beijing Jianlong Investment Co Ltd [90.2%]; other [9.8%],"Ningxia Jianlong Special Steel Co., Ltd.",N/A,Ningxia,China,Asia Pacific,operating,3500.0,3500.0,integrated_BF,"BF, BOF",https://www.gem.wiki/Ningxia_Jianlong_Special_Steel_Co_Ltd,39.215452,106.688294
